Sno,freq_neg,freq_neu,freq_pos,overall
0,44.8441687095548,42.35777151995639,132.99927577133928,2
1,15.151162955786212,12.1903227723296,49.708380318063966,2
2,20.6782534631936,18.843494534807128,45.807662166068276,2
3,12.105554744067383,12.911874192797727,46.204688797215475,2
4,72.15269100740106,72.55707438239362,214.03275412938183,2
5,195.2429357242346,124.43332811605335,432.8855401991064,2
6,8.930988199523078,8.543073089506612,27.816307303827575,2
7,8.646075769532466,12.643611913523424,32.65439588788598,2
8,36.62135526133648,38.5889939831142,151.86831380411388,2
9,76.52251026180716,75.3286055598362,364.9463701120683,2
10,105.05631489386677,98.06677570168088,319.18833516043225,2
11,19.095442711529095,16.911133889780622,60.96500122214176,2
12,99.42367739871666,92.94138471547002,271.03983483993545,2
13,7.67264506625455,7.6318629817576475,21.08037991359035,2
14,99.9791298624329,119.9262122388968,271.23976029905134,2
15,39.53098108769225,44.24767237520956,218.9027032516501,2
16,10.496153276145662,13.550165057717358,51.60100467320905,2
17,62.24755310204142,60.24469309708827,243.9989812012454,2
18,10.19823862972786,8.290276338002736,23.666981412758233,2
19,28.58099073986699,24.99058314878329,246.52463293848058,2
20,17.717646527810402,16.790063244525967,100.8188185924619,2
21,32.36175375850866,31.8871059825961,236.1092440414395,2
22,64.59827419749291,63.58949477124119,173.34899774442565,2
23,21.51769063843899,18.376128371173365,58.81039731754398,2
24,9.837022215741925,12.370607863920013,54.42759498226008,2
25,21.104363262762774,22.79630817582261,83.65154953759061,2
26,49.70657296562629,55.9065822771115,262.0378157657633,2
27,12.696952556957937,12.40622686411928,68.88226456210663,2
28,88.6228537894226,94.74011260415618,351.65846266285615,2
29,42.20260262512078,40.387250570206966,128.69443774037293,2
30,15.908676975451318,25.369054780420395,93.69927710492638,2
31,54.613585218141075,57.630800314259574,157.71136471316984,2
32,70.15259347169605,63.91179646927275,162.01449926014723,2
33,14.889956613798482,14.244500181884389,32.73200138984682,2
34,12.568573673907629,15.318847763081486,53.40933715356815,2
35,70.81873572624922,73.463383117804,205.76333158248798,2
36,98.89124425290656,106.06749945174327,272.5761567528796,2
37,67.5767805152202,67.28416391709752,165.82191995657607,2
38,6.219588698707644,8.043803848395179,44.121519846676755,2
39,101.5872906754972,100.75495668098691,340.96158876491654,2
40,71.30142246524444,67.07441938740202,258.2136106213896,2
41,22.106089730131146,25.861344817452988,66.51647787906448,2
42,10.439205539915086,12.340461799245208,36.30740037099501,2
43,27.23158691948739,28.64276912433459,110.66995903425546,2
44,8.1894233970884,6.869028817939012,21.776003161997465,2
45,26.02714375436211,27.549370089533177,82.51876852846681,2
46,312.17703337944755,310.42698198343396,1142.0794885675818,2
47,11.457811529568461,12.536545890884646,34.366858673889595,2
48,21.43470130205723,23.271769367870924,86.2997673646394,2
49,22.07107573291541,23.754844158250613,51.519503693383484,2
50,98.61586072880793,95.93643136354892,397.0303066332686,2
51,22.76341191203493,26.625416813679507,146.65170841634466,2
52,25.397347325611634,24.41605559660373,56.56194565599629,2
53,19.806960303025143,20.660473186093373,53.206347105334,2
54,14.334696782033546,11.288122818595244,32.640874988079766,2
55,20.7604429218472,15.232757665063737,40.44631254699268,2
56,617.7539712895808,670.378916988601,2359.8044148520185,2
57,19.52642922628766,23.404580849412756,62.316139941959726,2
58,103.11318216451714,92.29340423645412,319.5572963289291,2
59,8.57583479129593,9.574209556338737,37.9157709458528,2
60,22.6005568673505,22.36697649867492,67.66374996470377,2
61,22.028210461850005,18.664232434442475,131.51521150517016,2
62,48.95067625824524,57.5875349589321,210.69181807926958,2
63,49.84041799499226,43.63915250685957,119.79967376568618,2
64,16.22564043810865,14.43939739448756,34.094662841801274,2
65,31.343989882308573,32.43409652735807,89.34866827278535,2
66,94.03375254393436,78.5022229405065,362.7841549630779,2
67,14.110750098380798,12.898210253772735,45.675750860394565,2
68,7.218639567383286,16.870561545848908,27.434266091685597,2
69,44.46228271303979,26.706240206343132,107.87724110404532,2
70,5.226804797024286,5.943682123745832,19.641813307761943,2
71,50.44648554147557,51.62332231790654,168.17432082841526,2
72,31.7100120538149,31.170680570521057,70.07328212432925,2
73,29.684069652166873,28.86206666760995,240.55677071878435,2
74,13.951182697328951,16.152108111982667,46.52735327093743,2
75,47.21162424700047,47.677813697878676,190.22580359847836,2
76,110.588769798071,138.98525071949706,536.6689623195017,2
77,14.918351126643943,15.238589744233,56.27727977522956,2
78,7.237155083572636,10.686184985039118,54.29366474127283,2
79,37.51086529409325,42.66968072403942,117.1606726294294,2
80,7.201513980550404,12.486823237946236,52.59794852979498,2
81,6.98658001439467,7.097634397520627,35.014992120760574,2
82,17.83936978746482,18.622501598246313,60.24072172912623,2
83,75.9336237949493,73.17838401777192,321.9513839409805,2
84,16.013932164785484,16.479402245802895,35.90819004032736,2
85,109.45124856199267,115.20374874773027,312.13279211485235,2
86,45.9588139665711,58.630003728447996,412.16371044910653,2
87,63.75829096221566,74.41337232717052,208.3268232779398,2
88,90.33595125300697,94.42757445397463,299.4256751283318,2
89,39.302325281975904,41.63867359542572,128.60307267536805,2
90,29.436654280444312,24.020327852987393,101.16932235860075,2
91,21.115612418488546,22.47048341911833,81.1771052197659,2
92,94.81234699495505,85.31215301657008,328.66643462063905,2
93,78.35756321569507,94.07637039647521,254.6470838239125,2
94,11.77270128516577,19.153604246941843,46.22186420680069,2
95,21.740479648565234,19.09344311470098,95.35774368662325,2
96,26.849426644032576,25.269625062934058,63.5882674258245,2
