Sno,freq_neg,freq_pos,overall
0,279.39828579500966,217.87884376934267,0
1,117.92241792228427,121.57141324908117,1
2,589.6249946803149,631.1748500836942,0
3,117.5459017031575,114.40221825547604,1
4,342.48180513098447,412.0496950101803,1
5,524.514568828225,378.2697263671402,0
6,222.10212057907424,157.01324367327388,0
7,423.15520790879185,386.1501243711446,0
8,233.2778747617999,177.52627973519037,0
9,186.25209425607514,155.2461535374063,0
10,85.4947239511124,93.80243264801338,1
11,297.94241862254717,229.5686693592895,0
12,475.3559265454861,395.55638814757253,0
13,96.58018753789733,79.96871884553104,1
14,144.6370446567032,321.4774545491233,1
15,43.25825036609083,79.31762783554188,1
16,93.19088125705449,151.05501537263194,1
17,221.42475724103787,110.97771897556326,0
18,134.25394669273572,65.29346181630406,0
19,174.13977918634362,145.2487647856625,0
20,480.54160828501654,367.0530963908675,0
21,173.11143965149523,205.09184387119177,1
22,119.51933274153421,127.13181675364099,0
23,49.40289035481697,56.30456941986612,1
24,386.0601077538101,300.57005556154945,0
25,261.4260479282655,269.0613033705678,0
26,95.51794977707453,74.31765933171391,0
27,391.87015987924735,252.71936579901416,0
28,234.78538472784112,152.98749557998656,0
29,255.08464461787608,64.54592504032303,0
30,321.14525432808017,165.07556580887234,0
31,144.3964243039797,109.637702988818,0
32,191.21840283402335,154.21368198833798,0
33,215.3086359058457,218.2547982516412,0
34,1246.6096316434239,628.1968286314922,0
35,393.9112678004363,508.04244164396647,1
36,201.27928103503191,205.19874298392912,1
37,201.49165736024943,144.64721993220317,0
38,470.06398460016527,340.59199492049504,0
39,89.80665069235299,64.79500311662622,0
40,496.05126289761137,499.24707428135645,1
41,720.2838285504944,680.9783043003707,0
42,217.09231870854,209.88805352911507,1
43,229.6505197988555,388.86584583095106,1
44,393.6508287726963,390.6557050003258,0
45,139.49957263116482,103.09137481555382,0
46,225.89815335622717,352.221116247405,1
47,374.2190488457914,323.68625382150304,0
48,381.7670297076471,480.5565894387668,1
49,232.37728055510792,149.5183502150523,0
50,309.41309333151867,385.6928100361719,1
51,363.4883332788144,417.4437364059313,1
52,149.81911724620494,152.62539448732355,1
53,169.87678810188493,241.51086653592586,1
54,699.6371212101969,442.70603914567636,0
55,155.63849039483284,182.786215543116,1
56,1211.996103725352,1120.9235383198748,0
57,487.90693787355855,601.8175011047742,1
58,185.05059992037778,220.36788932267748,1
59,944.2482183911206,733.0171926883037,0
60,785.6081393745837,718.3276324975228,0
61,138.020349982439,117.87374691814705,1
62,174.5600121317867,181.50133013149508,1
63,444.0868456496591,258.15483863771317,0
64,172.20198092654192,116.05767466970653,0
65,205.73395369118762,211.5239030914744,1
66,207.96882706048686,207.74031661726903,1
67,132.15603261321007,151.77638842709936,1
68,316.6750353034468,199.74201001299883,0
69,641.7906300111661,775.4352661622098,1
70,425.6211413508278,413.3311580773961,1
71,161.21317698358789,151.660990199374,0
72,394.39426407089366,258.8883604164586,0
73,209.60656153891802,288.27077648654046,1
74,395.21764391310296,262.3996103903263,0
75,247.20837921085297,208.88654733128186,0
76,138.1696672703576,166.0336278682378,1
77,164.6851536000278,194.84894056658987,1
78,194.86626454186646,122.37991666446484,0
79,210.3770051007616,239.7008313364233,1
80,294.3887220301403,197.8864432108125,0
81,158.14051284519223,201.18065668635344,1
82,90.82684272716358,93.95032705988493,1
83,201.10861410089925,173.94083521773356,0
84,276.32313211827255,199.4019436118661,0
85,201.1554750626127,164.0801712679812,0
86,148.54747898581252,214.16918560220302,1
87,175.50821561886283,178.14977060301445,0
88,624.2673207449269,620.4798087645636,1
89,174.37988114140154,192.82509765796215,0
90,170.67872937665564,162.24726407583358,1
91,321.331089018792,245.8943315326845,0
92,354.3558508039217,383.7622644988511,1
93,459.41507132418707,559.005020682411,1
94,341.0134466950977,361.4077246779947,1
95,463.2952162684356,614.118666051151,1
96,187.41086857032582,159.702989053087,0
97,117.16232555277799,122.17751433195974,1
98,368.01781481151943,326.3358863975226,1
99,431.9516470433819,500.8244614059252,1
100,136.23486403100188,161.3845181072962,0
101,150.85141799607206,188.18726453624993,1
102,206.3797219601231,192.18410317200176,0
103,251.06652558531866,378.18035309381946,1
104,258.4929448184497,122.51199197768288,0
105,312.85682117015654,225.14297315314855,0
106,244.85097672639932,159.78874206064998,0
107,183.6744720485158,181.57742413112965,1
108,90.93658199676611,160.09209031621816,1
109,302.3168335715965,251.7510085797011,0
110,153.93960652393488,149.0046302649517,1
111,321.06355775337255,458.14316024194375,1
112,281.7101020264355,208.08296801903703,0
113,299.47676510790836,321.23002691836984,1
114,121.72477462984247,111.6125301205907,1
115,193.78176182589394,287.2897303720436,1
116,228.21407054392154,158.97916771263695,0
117,364.2008545645922,380.7613030508169,1
118,317.1337226836014,243.7078921948034,0
119,217.05849613363955,159.3000098832466,0
120,305.2878117630768,274.2396824740749,0
121,439.2822558466049,356.9334783350319,0
122,196.12084176026445,141.72399044116557,0
123,233.28805250187474,211.5646494873788,1
124,221.60297660686436,170.2637166609666,0
125,546.4074524839999,444.0580211258714,0
126,376.88875262120433,424.3300540460933,1
127,827.5198508538409,780.646538588429,1
128,304.96206500824644,356.2044386152064,1
129,361.7523812206723,329.40098018158574,0
130,113.69871976666734,103.34219583994201,0
131,140.98126518023025,192.27429377968716,1
132,165.7237768576902,214.9788904775043,1
133,95.78433104097427,142.63235292880793,1
134,192.33513328782985,132.1149536132877,0
135,108.77918224302572,113.5215274191574,1
136,438.50366344385276,555.2873727100507,1
137,216.082464708603,214.85906926274973,1
138,135.7960987812362,71.90987936537249,0
139,283.35896412134997,370.76575422086927,1
140,226.44369302949636,179.92200266914688,0
141,274.0899966564887,156.59160479635634,0
142,290.27757286040344,262.77404633220544,0
143,419.94219451263353,418.4594213488324,1
144,452.3605922177181,300.02924079280893,0
145,238.91773975252093,326.22687318989307,1
146,232.6177412176934,198.38699434864378,0
147,65.29959962202176,85.47117122811441,1
148,254.09921748604165,296.858537904221,1
149,964.8379934785986,840.335697085874,0
150,326.45464508709233,395.58581600121903,1
151,149.29649760569276,182.11599770919113,1
152,117.32165428605124,112.21738458885135,1
153,192.22428814242812,243.92567840005094,1
154,177.6672946276265,183.30068680627764,1
155,113.4814482922572,137.6940750464984,1
156,123.7039763768857,108.1738924971925,0
157,263.56303576081206,201.80334536365663,0
158,69.57370945791375,45.79873818468092,0
159,60.45255259131102,75.50636415600283,1
160,290.2159010694248,274.365931469531,0
161,257.04580704288855,212.73694297562187,0
162,109.27782246578217,233.34520519778675,1
163,103.6023015117095,143.89521467676272,1
164,154.94084871212365,169.972868112181,1
165,700.4230762186219,415.703914065701,0
166,130.49107654892703,101.68049826651999,0
167,364.78331531790974,326.9742060973171,1
168,212.91658366160954,148.3463071042561,0
169,269.7373448498535,205.23044195628773,0
170,603.0019069208951,883.3320466266075,1
171,327.4868879650533,352.5996879989998,1
172,184.8146574198148,148.78008015935484,0
173,173.29890415353918,177.9611350357296,1
174,249.009871214534,258.8055852309825,1
175,521.1425378657696,507.12231904454234,0
176,459.8900989273777,379.247089624638,0
177,132.06296318634045,147.609826729459,1
178,74.76231533504756,62.126137448832765,0
179,228.1391798846647,335.78637971828186,1
180,101.91710877917603,152.44398089709932,1
181,164.5216107089451,155.13194337729485,0
182,416.04439443537177,405.0980239415733,1
183,172.98742221492566,192.67814128570245,1
184,261.0313111462625,160.7744755847665,0
185,270.0531607228015,266.83818591590966,0
186,160.5927705480443,205.1541956765357,1
187,253.10224228656182,287.22981727392084,1
188,714.3172125821123,468.7587651009046,0
189,78.87619119081384,175.07379338074327,1
190,298.94462411667854,181.0267090730437,0
191,420.6121210249493,297.4126165565955,0
192,140.1859957226089,139.17787223652712,1
193,268.5019254588351,167.68726472703884,0
194,243.23201009897585,191.01945531421677,0
195,199.05858865085025,166.25235455891917,0
196,262.92405434643433,249.95716799321883,1
197,196.63056302048665,207.91529023300203,1
198,253.35465460796343,232.51135114106913,1
199,132.68739863897292,138.1661313018656,1
200,853.0129081596576,633.0819893280022,0
201,163.6351895460835,158.03273814812098,1
202,157.90328512449804,205.93427560536077,1
203,282.9758422234108,392.21515662418545,1
204,227.04604803501527,206.10852769553404,0
205,133.9517900185572,225.97052717269364,1
206,419.62875578971943,313.4666436887031,0
207,218.61557946584736,151.27965849544557,0
208,287.72142466777586,347.39794184139436,1
209,73.72426641928321,86.10406578870445,1
210,479.68936023306287,308.09833659869366,0
211,81.56724439718147,89.49956941317069,1
212,270.1746524034714,224.44149582113425,0
213,1072.1384961158794,813.2499377579953,0
214,576.507988249293,720.9884152526132,1
215,333.5466163121168,314.4537851446822,0
216,255.07509096954334,130.82901641681994,0
217,199.8356214289265,186.9323402962993,0
218,196.05095574302433,225.09748871165795,1
219,755.2449235095681,907.1350548474179,1
220,277.1820459914826,266.5942200609102,1
221,164.6710001512413,218.11510471667538,1
222,299.97332844729914,337.806580146911,0
223,417.68669588417345,482.820033354697,1
224,237.2912463498149,298.86361467326003,1
225,242.45231138966614,174.17159338421706,0
226,436.8476332539537,327.9622276786323,0
227,113.89870842863836,126.07534564649582,0
228,679.9867590201593,643.4701178295617,0
229,411.75735005589075,486.85885379395216,1
230,201.5285526696318,218.376426038431,1
231,440.09549253103967,558.1295044116433,1
232,181.79686123118356,253.5089395759739,1
233,825.1530808392048,578.1322209196811,0
234,457.52953740427796,325.2431139089345,0
235,108.93277355697381,112.44195142712833,1
236,119.00589279500572,143.52555185110901,1
237,1149.3654109341146,1270.1995389021545,1
238,240.49166903410244,179.18473869198365,0
239,57.462583634853935,102.10216879676439,1
240,94.8766153227783,73.90164631765236,0
241,228.61486549468182,328.6533909758814,1
242,459.3665111107893,370.8283367112372,0
243,527.6972720679992,844.0524016395166,1
244,114.15778361428448,144.36949948970658,1
245,215.14597984080092,153.72128276469553,0
246,155.41434442954568,119.20676452092277,0
247,271.6270968698951,212.55385336758732,0
248,94.29704485568864,120.59095151405752,0
249,115.74631510613955,171.95190072832037,1
250,1003.4300147031507,237.6198199366896,0
251,567.8244281037007,360.89518923872293,0
252,166.22164879900018,130.75234614770588,1
253,205.32720880387862,146.3989322313293,0
